title,description,genres,emotions,emojis
Bhangra Paa Le,Jaggi comes from a Punjabi background and he aspires to take the popular Punjabi dance form of 'Bhangra' to an international platform and passionately works towards his dream. He meets his college rival in Simi and they both compete with each other to win the international dance competition.,"['music', 'comedy', 'drama']","[passion, rivalry, determination, joy, laughter, inspiration, anticipation, celebration]",🎵💃🏽🌍🕺🏽😂🏆🔥🎉
iCarly,"Watch Carly, Sam, and Freddie, as they try to balance their everyday 8th grade lives with their newfound fame managing and starring in the most awesome show on the web.","['comedy', 'family', 'romance']","[laughter, nostalgia, friendship, anticipation, joy, silliness, heartwarming, teenage drama]",😂🎉👭🤩😜❤️🙃🎭
7 Years,The drama is centered on four friends and business partners who in one evening are forced to find a way to save their company and themselves. The impossible decision they face is agreeing on who will be the one to sacrifice their freedom to save the others from personal and financial demise. It is a race against time that will put their friendship and sanity to the test. Who will take the fall?,"['drama', 'european']","[tension, suspense, dilemma, loyalty, desperation, sacrifice, uncertainty, betrayal]",🕒💼🤝💔👥💰⏳😰
Teasing Master Takagi-san,"""If you blush, you lose."" Living by this principle, the middle schooler Nishikata gets constantly made fun of by his seat neighbor Takagi-san. With his pride shattered to pieces, he vows to turn the tables and get back at her some day. And so, he attempts to tease her day after day, only to find himself victim to Takagi-san's ridicule again sooner than later. Will he be able to make Takagi-san blush from embarrassment even once in the end?","['animation', 'romance', 'comedy']","['playfulness', 'frustration', 'amusement', 'anticipation', 'embarrassment', 'hope', 'joy', 'affection']",😜😩😂😬😳😊😆❤️
Silverton Siege,"After a failed sabotage mission, a trio of anti-apartheid freedom fighters ends up in a tense bank hostage situation. Based on a true story.","['action', 'crime', 'drama', 'thriller']","[tension, suspense, bravery, fear, hope, empathy, anger, relief]",💣🔒🔫🏦🌍🤝😨😌
The Laundromat,"When her idyllic vacation takes an unthinkable turn, Ellen Martin begins investigating a fake insurance policy, only to find herself down a rabbit hole of questionable dealings that can be linked to a Panama City law firm and its vested interest in helping the world's wealthiest citizens amass larger fortunes.","['drama', 'history', 'comedy', 'crime']","[intrigue, curiosity, shock, anger, disbelief, frustration, determination, empowerment]",🕵️‍♀️💡💥😡🤯😤🧐💪
Muran,"After finishing a successful meeting with his movie producers in Bangalore, Nanda, a jingles composer catches the highway to Chennai. On his way his car breaks down and he hitchhikes with Arjun, a businessman's son on his way to the same destination. During their journey together they discuss their personal lives till Arjun proposes a deal; a deal that is marked with murder but promises to better their personal lives. However this deal does not work in Nanda's favor and he soon finds himself in deeper complications.","['drama', 'thriller', 'action']","[suspense, intrigue, tension, fear, betrayal, desperation, confusion, regret]",🚗🔧💼💔💰🔪🤔😫
Sneakerheads,Family man Devin falls back into his sneaker obsession after his pal Bobby talks him into a wheeling-dealing scheme to score a mythical pair of kicks.,['comedy'],"[excitement, nostalgia, humor, anticipation, determination, curiosity, satisfaction, disappointment]",👟🤑🔥👨‍👩‍👧💼👟🌈💔🙌
Blackhat,A man is released from prison to help American and Chinese authorities pursue a mysterious cyber criminal. The dangerous search leads them from Chicago to Hong Kong.,"['action', 'crime', 'thriller']","[suspense, intrigue, tension, curiosity, fear, excitement, anticipation, relief]",🕵️‍♂️💻🌍🔒🚁🇺🇸🇨🇳🏙️
Holy Camp!,"María and Susana, two rebellious teenagers, spend the summer in a catholic camp. While they are grounded during a weekend, the most unexpected arrival in the most unexpected way will change their feelings about life, love and freedom.","['comedy', 'romance', 'european']","[humor, romance, rebellion, friendship, joy, curiosity, empowerment, nostalgia]",😂🌹🤘💃😄🔍💪🎶
One Piece,"Years ago, the fearsome Pirate King, Gol D. Roger was executed leaving a huge pile of treasure and the famous ""One Piece"" behind. Whoever claims the ""One Piece"" will be named the new King of the Pirates. Monkey D. Luffy, a boy who consumed a ""Devil Fruit,"" decides to follow in the footsteps of his idol, the pirate Shanks, and find the One Piece. It helps, of course, that his body has the properties of rubber and that he's surrounded by a bevy of skilled fighters and thieves to help him along the way. Luffy will do anything to get the One Piece and become King of the Pirates!","['animation', 'action', 'comedy', 'drama', 'fantasy']","[adventure, excitement, determination, camaraderie, humor, anticipation, awe, triumph]",🏴‍☠️🌍🍃🗝️🔥💪🤣👑
The Sound of Magic,An enigmatic magician living in an abandoned amusement park introduces magic into the life of a high schooler struggling with harsh realities.,"['scifi', 'drama', 'fantasy', 'music']","[hope, wonder, awe, nostalgia, inspiration, empathy, curiosity, joy]",🎩🎪🔮🎢🎵🎭🎉🌈
M8 - When Death Rescues Life,"When Maurício becomes a student at a top medical school, he becomes obsessed with a mystery linked to the dead bodies used for dissection.","['thriller', 'drama']","[intrigue, suspense, curiosity, fear, fascination, anticipation, tension, surprise]",🧠💀🔍🏥🕵️‍♂️💡🔬🧪🤯
Guddiyan Patole,"Guddiyan Patole is a Punjabi movie starring Sonam Bajwa, Gurnam Bhullar and Nirmal Rishi in prominent roles. It is a drama directed by Vijay Kumar Arora, with Jagdeep Sidhu as writer, forming part of the crew.","['comedy', 'drama']","[laughter, nostalgia, warmth, empathy]",😄🎭🌟
Bert Kreischer: Secret Time,"Comedian Bert Kreischer is ready to take his shirt off and ""party hardy"" with his debut Netflix Original stand-up special, Bert Kreischer: Secret Time. Considered one of the best storytellers of his generation, Bert regales the audience at the Trocadero Theatre in Philadelphia with stories about zip-lining with his family, his daughter practicing softball with an imaginary ball, and upstaging ex-NBA player Ralph Sampson at a childhood basketball camp.","['comedy', 'documentation']","[laughter, amusement, joy, nostalgia, entertainment, relatability, surprise, happiness]",😂🤣😄🎉🔥😊👏🤩
Vanished 46,"A genetics professor experiments with a treatment for his comatose sister that blends medical and shamanic cures, but unlocks a shocking side effect.","['drama', 'action', 'scifi', 'crime', 'thriller']","[suspense, curiosity, fear, intrigue, shock, empathy, hope, tension]",🧬🌬️🩺🧬🕵️‍♂️💥🤔😱🙏🤯
Dogs,"These six intimate stories explore the abiding emotional bonds that form between dogs and their caregivers, no matter the circumstances.","['documentation', 'reality', 'history']","[love, compassion, joy, empathy, nostalgia, gratitude, warmth, inspiration]",🐶❤️🌟🏞️🌈🏆🎉🌻
Wild Card,"When a Las Vegas bodyguard with lethal skills and a gambling problem gets in trouble with the mob, he has one last play… and it's all or nothing.","['action', 'thriller', 'crime', 'drama']","[tension, anticipation, adrenaline, suspense, fear, fascination, redemption, satisfaction]",💥🎰🔫🎲🏃‍♂️💰👥🃏
The Fisherman's Diary,A 12-year old girl - Ekah (Faith Fidel) is inspired by the story of the youngest Noble Peace Prize Winner - Malala Yousafzai's. She is determined to go to school in a village of fisherman where the education of a girl child is considered to be a taboo. Her burning drive and determination to break this old adage gets her embroiled with her father's - Solomon (Kang Quintus) past experience with girl child education.,['drama'],"[inspiration, empowerment, determination, hope, empathy, defiance, struggle, triumph]",🎒📚🏞️👧💪🚫👨‍👧🌟
Sardar Ka Grandson,"A devoted grandson's mission to reunite his ailing grandmother with her ancestral home turns into a complicated, comic cross-border affair.","['comedy', 'drama', 'romance']","['humor', 'compassion', 'nostalgia', 'hope', 'frustration', 'joy', 'surprise', 'love']",🤣😢🏡🤞😠😂😮❤️
The Bros,"Reunited in their hometown for their father's funeral, two self-interested brothers meet a peculiar woman who shares a huge secret about their family.","['comedy', 'fantasy']","[comedy, surprise, curiosity, nostalgia, family, mystery, amusement, empathy]",😂😮🔍🏘️🧐👪🔎😄😢
Kissing Game,"At a high school in a rural, isolated ranching community, families panic when teens contract a mysterious ""kissing disease"" that quickly spreads.","['drama', 'thriller']","[fear, suspense, curiosity, panic, concern, intrigue, anticipation, shock]",😱🔍🤔😨🤯😬😳😱
The Last Kids on Earth: Happy Apocalypse to You,"Help Jack and his monster-battling friends make choices to stay alive -- and have some fun -- in this interactive ""Last Kids on Earth"" adventure!",['fantasy'],"[excitement, suspense, humor, curiosity, bravery, camaraderie, determination, joy]",🧟‍♂️🌍🎮👻🏰🌪️🦖🎉
Flower Girl,"Nigerian comedy about a young woman who wants to get married, but her boyfriend is only interested in furthering his career, so she seeks help to get him to tie the knot.","['comedy', 'romance']","[humor, frustration, anticipation, hope, amusement, disappointment, determination, satisfaction]",💔👰🤔😂💼💍🤷‍♀️😄
Life Overtakes Me,"Hundreds of refugee children in Sweden, who have fled with their families from extreme trauma, have become afflicted with 'uppgivenhetssyndrom,' or Resignation Syndrome. Facing deportation, they withdraw from the world into a coma-like state, as if frozen, for months, or even years.",['documentation'],"[sadness, empathy, compassion, concern, hope, frustration, shock, curiosity]",😢😔🤝🌍💔😣🤔😱🤨
